sphero_blue,sphero_dark_blue,sphero_dark_green,sphero_green,sphero_light_blue,sphero_lime_green,sphero_magenta,sphero_purple,sphero_red,sphero_yellow
1,2,360,0,0,179,174,1,3,2666
