1583596633.180843320,1583596633.263865738,no detection,,0,0,0
1583596633.251450102,1583596633.334298350,sphero,sphero_dark_green,634.747,850.127,18
1583596633.327251020,1583596633.410640065,sphero,sphero_dark_green,634.84,863.72,27
1583596633.398175021,1583596633.485618899,sphero,sphero_dark_green,630.661,881.084,74
1583596633.472702482,1583596633.552037851,no detection,,0,0,0
1583596633.548621377,1583596633.620664024,no detection,,0,0,0
1583596633.601025167,1583596633.682133458,no detection,,0,0,0
1583596633.674418434,1583596633.745946828,no detection,,0,0,0
1583596633.732747961,1583596633.817446703,sphero,sphero_dark_green,620.486,879.235,70
1583596633.805670709,1583596633.890008210,sphero,sphero_dark_green,625.336,878.403,58
1583596633.879316880,1583596633.969978883,sphero,sphero_dark_green,631.069,880.594,58
1583596633.952905104,1583596634.042362479,sphero,sphero_dark_green,634.713,880.365,55
1583596634.027583629,1583596634.118575737,sphero,sphero_dark_green,632.332,879.542,60
1583596634.118347835,1583596634.197590264,sphero,sphero_green,636.303,871.016,294
1583596634.191702230,1583596634.277034482,sphero,sphero_dark_green,635.76,867.774,332
1583596634.265689729,1583596634.354513441,sphero,sphero_dark_green,632.765,866.602,353
1583596634.337909193,1583596634.433636992,sphero,sphero_dark_green,634.846,864.066,196
1583596634.431426221,1583596634.511331204,sphero,sphero_dark_green,634.033,863.695,40
1583596634.504317923,1583596634.584965719,sphero,sphero_dark_green,635.116,867.984,46
1583596634.578299402,1583596634.664061479,sphero,sphero_dark_green,635.909,872.282,46
1583596634.651698613,1583596634.739174057,sphero,sphero_dark_green,636.454,869.776,44
1583596634.723343623,1583596634.816149486,sphero,sphero_dark_green,636.285,872.141,46
1583596634.799444099,1583596634.894594742,sphero,sphero_dark_green,636.42,872.588,46
1583596634.891608242,1583596634.973889473,sphero,sphero_dark_green,635.988,866.839,58
1583596634.964323922,1583596635.047060715,sphero,sphero_dark_green,634.898,866.901,58
1583596635.039469968,1583596635.124893934,sphero,sphero_dark_green,634.102,856.927,236
1583596635.112641442,1583596635.200308232,sphero,sphero_dark_green,633.739,855.042,58
1583596635.185452894,1583596635.273845763,sphero,sphero_dark_green,633.73,856.804,61
1583596635.260006877,1583596635.347598408,sphero,sphero_dark_green,634.486,859.261,71
1583596635.333537134,1583596635.419652738,sphero,sphero_dark_green,634.156,854.304,254
1583596635.406089601,1583596635.495313720,sphero,sphero_dark_green,634.979,862.803,63
1583596635.479789772,1583596635.572899659,sphero,sphero_dark_green,635.852,862.389,66
1583596635.554641441,1583596635.647855027,sphero,sphero_dark_green,635.418,861.231,62
1583596635.645828146,1583596635.724591581,sphero,sphero_dark_green,634.961,863.163,63
1583596635.719742433,1583596635.802157046,sphero,sphero_dark_green,634.573,855.617,263
1583596635.794408833,1583596635.878362015,sphero,sphero_dark_green,634.824,857.467,85
1583596635.867577129,1583596635.958707591,sphero,sphero_dark_green,634.036,858.558,85
1583596635.940194609,1583596636.036427382,sphero,sphero_dark_green,634.228,855.371,84
1583596636.032521303,1583596636.111462265,sphero,sphero_dark_green,633.588,854.745,268
1583596636.105904821,1583596636.189718661,sphero,sphero_dark_green,633.913,852.874,279
1583596636.178501032,1583596636.272064993,sphero,sphero_dark_green,634.272,853.767,283
1583596636.269607166,1583596636.350856357,sphero,sphero_dark_green,634.588,857.869,290
1583596636.345987621,1583596636.426264099,sphero,sphero_dark_green,634.631,855.387,287
1583596636.418439259,1583596636.505176765,sphero,sphero_dark_green,634.678,857.106,295
1583596636.492501957,1583596636.578954164,sphero,sphero_dark_green,634.678,857.141,301
1583596636.564202948,1583596636.658570820,sphero,sphero_dark_green,634.274,856.216,296
1583596636.657519550,1583596636.739295876,sphero,sphero_dark_green,634.539,855.774,299
1583596636.732077634,1583596636.816051773,sphero,sphero_dark_green,634.213,855.597,301
1583596636.805542303,1583596636.893534633,sphero,sphero_dark_green,634.028,855.639,303
1583596636.879043402,1583596636.975692330,sphero,sphero_dark_green,634.702,859.462,127
1583596636.969743561,1583596637.057909912,sphero,sphero_dark_green,634.808,860.863,131
1583596637.045461325,1583596637.134907360,sphero,sphero_dark_green,634.802,860.389,133
1583596637.118565394,1583596637.215029298,sphero,sphero_dark_green,634.91,862.393,133
1583596637.211844116,1583596637.292846383,sphero,sphero_dark_green,633.521,864.891,133
1583596637.281687916,1583596637.371022321,sphero,sphero_dark_green,633.047,865.793,141
1583596637.356049825,1583596637.449647529,sphero,sphero_dark_green,633.571,864.424,150
1583596637.449395604,1583596637.534215902,sphero,sphero_dark_green,632.948,864.879,327
1583596637.521559609,1583596637.612312268,sphero,sphero_dark_green,632.728,865.953,141
1583596637.595975802,1583596637.693366717,sphero,sphero_dark_green,633.943,863.787,153
1583596637.688338692,1583596637.778780517,sphero,sphero_dark_green,631.298,867.209,343
1583596637.763134687,1583596637.858446603,sphero,sphero_dark_green,631.52,866.903,338
1583596637.852292458,1583596637.934275725,sphero,sphero_dark_green,633.06,865.81,344
1583596637.929721213,1583596638.013331732,sphero,sphero_dark_green,632.166,866.126,344
1583596638.000455260,1583596638.092213987,sphero,sphero_dark_green,630.019,868.271,67
1583596638.076014045,1583596638.168129871,sphero,sphero_dark_green,632.147,866.743,4
1583596638.167755558,1583596638.250265842,sphero,sphero_dark_green,634.967,864.214,179
1583596638.239395111,1583596638.330650817,sphero,sphero_dark_green,632.38,866.601,4
1583596638.313414819,1583596638.409511674,sphero,sphero_dark_green,632.939,866.46,2
1583596638.406633268,1583596638.490572149,sphero,sphero_dark_green,634.838,864.407,179
