1583766255.409498012,1583766255.506785644,sphero,sphero_green,804.824,516.133,138
1583766255.499680813,1583766255.589652007,sphero,sphero_green,804.542,516.377,140
1583766255.574678411,1583766255.673926634,sphero,sphero_green,805.228,516.237,136
1583766255.667401567,1583766255.756564898,sphero,sphero_green,804.855,515.825,138
1583766255.741718797,1583766255.840167018,sphero,sphero_green,804.895,516.338,138
1583766255.831879880,1583766255.921148993,sphero,sphero_green,804.674,516.256,140
1583766255.907426610,1583766256.005969498,sphero,sphero_green,804.802,516.019,138
1583766255.999459526,1583766256.095832338,sphero,sphero_green,805.043,516.37,138
1583766256.090539386,1583766256.177526296,sphero,sphero_green,804.959,516.195,138
1583766256.164942567,1583766256.262595634,sphero,sphero_green,804.7,516.573,139
1583766256.256982643,1583766256.349004060,sphero,sphero_green,804.88,515.914,140
1583766256.347564028,1583766256.434325986,sphero,sphero_green,804.968,516.105,138
1583766256.422560982,1583766256.519202475,sphero,sphero_green,805.17,516.184,138
1583766256.496140865,1583766256.608774619,sphero,sphero_green,804.842,516.286,140
1583766256.606518861,1583766256.692881816,sphero,sphero_green,804.611,516.197,138
1583766256.680235569,1583766256.774367191,sphero,sphero_green,804.619,516.186,138
1583766256.770229010,1583766256.853390959,sphero,sphero_green,804.916,516.466,140
1583766256.846801670,1583766256.942014480,sphero,sphero_green,805.161,516.139,140
1583766256.938436899,1583766257.029952818,sphero,sphero_green,805.058,516.245,138
1583766257.027291891,1583766257.114716147,sphero,sphero_green,804.689,516.396,138
1583766257.104996530,1583766257.198016028,sphero,sphero_green,804.744,516.599,136
1583766257.194465379,1583766257.286181520,sphero,sphero_green,804.539,516.54,136
1583766257.269988048,1583766257.369715044,sphero,sphero_green,805.079,516.202,138
1583766257.362417489,1583766257.453472994,sphero,sphero_green,804.868,516.665,136
1583766257.433892771,1583766257.536435565,sphero,sphero_green,804.594,516.39,140
1583766257.527243026,1583766257.622622965,sphero,sphero_green,804.909,515.987,138
1583766257.618912984,1583766257.710633262,sphero,sphero_green,804.862,515.993,138
1583766257.709589770,1583766257.792456195,sphero,sphero_green,804.684,516.648,135
1583766257.785458160,1583766257.878359449,sphero,sphero_green,804.94,515.941,140
1583766257.876503811,1583766257.960965183,sphero,sphero_green,804.912,516.051,138
1583766257.949965900,1583766258.048232013,sphero,sphero_green,804.707,516.119,138
1583766258.041185182,1583766258.128927971,sphero,sphero_green,804.947,516.421,140
1583766258.113755668,1583766258.212880182,sphero,sphero_green,805.209,516.387,138
1583766258.206674486,1583766258.293938427,sphero,sphero_green,804.697,516.321,138
1583766258.280086431,1583766258.378414538,sphero,sphero_green,804.708,516.468,138
1583766258.371310572,1583766258.467420338,sphero,sphero_green,804.837,516.706,140
1583766258.465254227,1583766258.552307179,sphero,sphero_green,804.82,516.126,138
1583766258.538301456,1583766258.635749338,sphero,sphero_green,804.597,516.656,136
1583766258.631228635,1583766258.717955176,sphero,sphero_green,804.319,516.214,126
1583766258.702563390,1583766258.801814094,sphero,sphero_green,805.239,515.994,138
1583766258.794517726,1583766258.884458252,sphero,sphero_green,805.222,516.068,138
1583766258.869690420,1583766258.965868358,sphero,sphero_green,805.069,516.343,138
1583766258.961700816,1583766259.049069504,sphero,sphero_green,804.96,516.317,140
1583766259.036240173,1583766259.137970805,sphero,sphero_green,805.045,516.176,138
1583766259.128103267,1583766259.221884493,sphero,sphero_green,805.064,516.33,138
1583766259.219632311,1583766259.305520660,sphero,sphero_green,805.015,516.346,140
1583766259.293977838,1583766259.390221646,sphero,sphero_green,804.538,516.645,136
1583766259.385379402,1583766259.476339090,sphero,sphero_green,804.889,516.099,138
1583766259.459467360,1583766259.561083704,sphero,sphero_green,804.836,516.381,138
1583766259.551415407,1583766259.642635953,sphero,sphero_green,804.842,516.003,140
1583766259.625127168,1583766259.728675036,sphero,sphero_green,805.029,516.03,138
1583766259.717128026,1583766259.815176586,sphero,sphero_green,805.033,515.99,138
1583766259.808445736,1583766259.898282468,sphero,sphero_green,805.06,516.138,138
1583766259.882164961,1583766259.981984510,sphero,sphero_green,805.249,516.171,140
1583766259.975633903,1583766260.066342699,sphero,sphero_green,805.071,516.01,140
1583766260.048016360,1583766260.149519548,sphero,sphero_green,804.782,516.44,138
1583766260.138639306,1583766260.231391925,sphero,sphero_green,804.666,516.115,140
1583766260.214177745,1583766260.313776414,sphero,sphero_green,804.607,516.341,140
1583766260.306298982,1583766260.400198520,sphero,sphero_green,804.821,515.848,138
1583766260.397606755,1583766260.485856138,sphero,sphero_green,804.845,516.005,138
1583766260.471942623,1583766260.570945296,sphero,sphero_green,804.698,516.643,136
1583766260.563211728,1583766260.656526828,sphero,sphero_green,805.497,516.087,140
1583766260.656065434,1583766260.740172407,sphero,sphero_green,804.946,516.017,138
1583766260.729664213,1583766260.821582344,sphero,sphero_green,804.873,516.156,138
