sphero_blue,sphero_dark_blue,sphero_dark_green,sphero_green,sphero_light_blue,sphero_lime_green,sphero_magenta,sphero_purple,sphero_red,sphero_yellow
99,2827,185,0,2,0,17,0,0,0
