sphero_blue,sphero_dark_blue,sphero_dark_green,sphero_green,sphero_light_blue,sphero_lime_green,sphero_magenta,sphero_purple,sphero_red,sphero_yellow
0,0,91,0,0,0,42,0,2450,140
